ids,targets,gr_scores,drgnn_scores,hs_scores
T53_1216_conv.pdb,0,0.209380,0.019218,-107.182738
T53_1217_conv.pdb,0,0.093882,-0.027789,-118.399000
T53_1218_conv.pdb,0,0.039561,0.057718,-123.055600
T53_1219_conv.pdb,0,0.096144,-0.013395,-65.948180
T53_121_conv.pdb,0,0.182232,0.337959,-154.264200
T53_1220_conv.pdb,0,0.289992,0.013597,-102.724850
T53_1221_conv.pdb,0,0.017112,0.260090,-66.078680
T53_1222_conv.pdb,0,0.430763,0.564429,-198.231300
T53_1223_conv.pdb,0,0.138151,0.412289,-105.208360
T53_1224_conv.pdb,0,0.032939,0.019652,-76.764800
T53_1225_conv.pdb,0,0.528447,0.320801,-147.666300
T53_1226_conv.pdb,0,0.094397,0.057757,-54.312830
T53_1227_conv.pdb,1,0.633718,0.377511,-227.956900
T53_1228_conv.pdb,0,0.216383,0.404552,-143.639100
T53_1229_conv.pdb,0,0.146699,0.695861,-130.939200
T53_122_conv.pdb,0,0.763461,0.411259,-201.347200
T53_1230_conv.pdb,0,0.123456,0.021086,-76.668827
T53_1231_conv.pdb,0,0.070184,0.212634,-94.960300
T53_1232_conv.pdb,0,0.222242,0.314143,-175.818500
T53_1233_conv.pdb,0,0.181027,0.008195,-69.933700
T53_1234_conv.pdb,0,0.232571,0.017915,-78.260690
T53_1235_conv.pdb,0,0.319249,0.212497,-194.275400
T53_1236_conv.pdb,0,0.406894,0.014576,-92.196690
T53_1237_conv.pdb,0,0.776638,0.499226,-137.475260
T53_1238_conv.pdb,0,0.132219,0.034223,-105.968900
T53_1239_conv.pdb,0,0.483322,0.545950,-188.776700
T53_123_conv.pdb,0,0.569314,0.003844,-110.272800
T53_1240_conv.pdb,0,0.102242,0.003781,2178.707680
T53_1241_conv.pdb,0,0.494730,0.291941,-123.035400
T53_1242_conv.pdb,0,0.316685,0.555031,-136.947200
T53_1243_conv.pdb,0,0.139274,0.017278,-78.158200
T53_1244_conv.pdb,0,0.633187,0.406783,-198.028000
T53_1245_conv.pdb,0,0.395429,0.253914,66.604800
T53_1246_conv.pdb,0,0.021038,0.165456,-61.120934
T53_1247_conv.pdb,0,0.040056,0.055746,-72.126760
T53_1248_conv.pdb,0,0.054175,0.159465,-78.865720
T53_1249_conv.pdb,0,0.135545,-0.008723,-59.179200
T53_124_conv.pdb,0,0.241795,0.009394,-87.608600
T53_1250_conv.pdb,0,0.712409,0.415428,-147.183800
T53_1251_conv.pdb,0,0.398805,0.477898,9868.591400
T53_1252_conv.pdb,0,0.213279,0.210054,840.293600
T53_1253_conv.pdb,0,0.053155,0.020554,-67.514050
T53_1254_conv.pdb,0,0.510404,0.293935,-151.743800
T53_1255_conv.pdb,0,0.025311,0.283338,-81.107080
T53_1256_conv.pdb,0,0.085722,0.343191,-92.935960
T53_1257_conv.pdb,0,0.108974,0.143442,2181.887120
T53_1258_conv.pdb,0,0.067559,0.486160,-2.721700
T53_1259_conv.pdb,0,0.212803,0.073603,-149.246700
T53_125_conv.pdb,0,0.159487,0.000423,-104.064100
T53_1260_conv.pdb,0,0.154175,0.013072,-63.545170
T53_1261_conv.pdb,0,0.026706,0.049015,-78.276400
T53_1262_conv.pdb,0,0.699577,0.594987,-217.426700
T53_1263_conv.pdb,0,0.339970,0.541168,-147.803300
T53_1264_conv.pdb,0,0.213411,0.019115,-92.513930
T53_1265_conv.pdb,0,0.082930,0.020342,27.007730
T53_1266_conv.pdb,0,0.588515,0.332465,-202.465200
T53_1267_conv.pdb,0,0.075229,0.133213,-80.348300
T53_1268_conv.pdb,0,0.251155,0.029466,-138.810590
T53_1269_conv.pdb,0,0.394705,0.027497,-120.295100
T53_126_conv.pdb,0,0.168355,0.050289,-72.292600
T53_1270_conv.pdb,0,0.032732,0.166427,-94.526460
T53_1271_conv.pdb,0,0.033234,0.017142,-141.000251
T53_1272_conv.pdb,1,0.753056,0.295489,-179.997200
T53_1273_conv.pdb,0,0.326686,0.142549,-147.696000
T53_1274_conv.pdb,0,0.150307,0.238696,-64.072390
T53_1275_conv.pdb,0,0.372731,0.225070,4969.199080
T53_1276_conv.pdb,0,0.018464,0.267938,635.587800
T53_1277_conv.pdb,0,0.033388,0.096014,-48.721820
T53_1278_conv.pdb,0,0.120227,0.235573,-154.561500
T53_1279_conv.pdb,0,0.293483,0.010300,-109.081500
T53_127_conv.pdb,0,0.196614,0.190607,-117.026400
T53_1280_conv.pdb,0,0.165304,0.010502,-23.896900
T53_1281_conv.pdb,0,0.278932,0.149675,-87.549300
T53_1282_conv.pdb,0,0.159151,0.014647,-42.144450
T53_1283_conv.pdb,0,0.228997,0.013420,-91.781200
T53_1284_conv.pdb,0,0.109357,0.022734,-70.424350
T53_1285_conv.pdb,0,0.018815,-0.011206,-56.145038
T53_1286_conv.pdb,0,0.658452,0.306461,-130.321760
T53_1287_conv.pdb,0,0.431881,0.403249,-8.982400
T53_1288_conv.pdb,0,0.190949,0.074296,-139.121100
T53_1289_conv.pdb,0,0.265784,0.498801,-182.154600
T53_128_conv.pdb,0,0.341162,0.011787,-132.611300
T53_1290_conv.pdb,0,0.087970,0.032934,-80.276560
T53_1291_conv.pdb,0,0.208864,0.292247,-112.411140
T53_1292_conv.pdb,1,0.291328,0.339738,-173.489300
T53_1293_conv.pdb,0,0.265198,0.405105,-109.641360
T53_1294_conv.pdb,0,0.328779,0.232502,-177.847300
T53_1295_conv.pdb,0,0.322409,0.024969,-172.490000
T53_1296_conv.pdb,0,0.191706,0.380646,-137.245800
T53_1297_conv.pdb,0,0.434892,0.282941,-121.266200
T53_1298_conv.pdb,0,0.498531,0.541759,-190.124500
T53_129_conv.pdb,0,0.479276,0.435226,6714.778000
T53_12_conv.pdb,0,0.702611,0.514876,-182.494600
T53_1300_conv.pdb,0,0.220653,0.012267,-35.373200
T53_1301_conv.pdb,0,0.070995,0.019733,-73.787300
T53_1302_conv.pdb,0,0.033538,0.012254,1775.520840
T53_1303_conv.pdb,0,0.636764,0.547007,-211.276600
T53_1304_conv.pdb,0,0.233894,0.256547,-154.701400
T53_1305_conv.pdb,0,0.265663,0.312072,-95.980420
T53_1306_conv.pdb,0,0.041554,0.016668,-77.687400
T53_1307_conv.pdb,0,0.359204,0.362578,-183.057700
T53_1308_conv.pdb,0,0.035606,-0.000161,-36.410500
T53_1309_conv.pdb,0,0.189868,0.401318,-116.353300
T53_130_conv.pdb,0,0.200828,0.021178,-98.806880
T53_1310_conv.pdb,0,0.185322,0.416157,-53.326380
T53_1311_conv.pdb,1,0.428415,0.253378,-79.300700
T53_1312_conv.pdb,0,0.308627,0.034455,-143.303200
T53_1313_conv.pdb,0,0.029143,0.015351,-61.782320
T53_1314_conv.pdb,0,0.060358,0.133777,-44.662650
T53_1315_conv.pdb,0,0.123764,-0.000541,-46.685660
T53_1316_conv.pdb,0,0.116306,0.017711,-77.949920
T53_1317_conv.pdb,0,0.068033,0.290045,-50.712172
T53_1318_conv.pdb,0,0.100194,0.451285,-99.310640
T53_1319_conv.pdb,0,0.107262,0.059435,-124.311430
T53_131_conv.pdb,0,0.035165,0.100640,18.447180
T53_1320_conv.pdb,0,0.172237,0.019155,-187.746400
T53_1321_conv.pdb,0,0.204725,0.244502,-65.169120
T53_1322_conv.pdb,0,0.161082,0.128498,-105.187240
T53_1323_conv.pdb,0,0.294366,0.083816,-137.184600
T53_1324_conv.pdb,0,0.685086,0.571219,-126.754320
T53_1325_conv.pdb,0,0.053496,0.000422,2712.808760
T53_1326_conv.pdb,0,0.312057,0.310681,-156.683800
T53_1327_conv.pdb,1,0.767173,0.523749,-123.322580
T53_1328_conv.pdb,0,0.226190,0.040857,-53.735390
T53_132_conv.pdb,0,0.191916,0.101904,-125.175600
T53_1330_conv.pdb,0,0.327549,0.444620,-181.955300
T53_1331_conv.pdb,0,0.039161,0.015601,-81.325220
T53_1332_conv.pdb,0,0.266988,0.021425,-77.012200
T53_1333_conv.pdb,0,0.662790,0.471432,-135.157520
T53_1334_conv.pdb,0,0.228304,0.080821,-76.428000
T53_1335_conv.pdb,0,0.371238,0.091229,-159.081000
T53_1336_conv.pdb,0,0.383742,0.034018,-111.562600
T53_1337_conv.pdb,0,0.097704,0.045032,-120.094600
T53_1338_conv.pdb,0,0.104573,0.256112,-15.984040
T53_1339_conv.pdb,0,0.019866,0.043145,-56.395920
T53_133_conv.pdb,0,0.010808,-0.000906,-46.784800
T53_1340_conv.pdb,0,0.118828,0.016925,2351.412050
T53_1341_conv.pdb,0,0.185278,0.014844,10.952460
T53_1342_conv.pdb,0,0.196597,0.244913,-8.232802
T53_1343_conv.pdb,0,0.081175,0.332416,-161.078800
T53_1344_conv.pdb,0,0.181871,0.143265,-133.092600
T53_1345_conv.pdb,0,0.361376,-0.000529,-119.376900
T53_1346_conv.pdb,0,0.208340,0.012464,-141.272300
T53_1347_conv.pdb,0,0.053595,0.007676,1296.191520
T53_1348_conv.pdb,0,0.300939,0.570540,-180.801100
T53_1349_conv.pdb,0,0.141897,0.228270,-81.286020
T53_134_conv.pdb,0,0.296906,0.364941,-74.052170
T53_1351_conv.pdb,0,0.269027,0.008501,-75.572130
T53_1352_conv.pdb,0,0.075362,0.191555,-117.027200
T53_1353_conv.pdb,0,0.044925,0.012157,-59.771020
T53_1354_conv.pdb,0,0.119481,-0.001067,-55.009060
T53_1355_conv.pdb,0,0.511502,0.447148,-133.099200
T53_1356_conv.pdb,0,0.222209,0.148627,-148.203900
T53_1357_conv.pdb,0,0.346189,0.106407,-113.659000
T53_1358_conv.pdb,0,0.206677,0.099020,-78.208760
T53_1359_conv.pdb,0,0.080854,0.169939,-155.130800
T53_135_conv.pdb,1,0.400259,0.586055,-158.504800
T53_1360_conv.pdb,0,0.115621,0.382646,-100.675700
T53_1361_conv.pdb,0,0.255339,0.599463,-174.602400
T53_1362_conv.pdb,0,0.122171,0.151323,-97.885800
T53_1363_conv.pdb,0,0.605819,0.441154,-162.646400
T53_1364_conv.pdb,0,0.227482,0.336490,-127.105100
T53_1365_conv.pdb,0,0.018227,-0.004088,-50.394920
T53_1366_conv.pdb,0,0.051576,0.016160,-42.584810
T53_1367_conv.pdb,0,0.077812,0.211272,-72.630860
T53_1368_conv.pdb,1,0.330510,0.251260,-154.872400
T53_1369_conv.pdb,0,0.066043,0.017656,-86.947700
T53_136_conv.pdb,0,0.258758,0.178437,-154.472600
T53_1370_conv.pdb,0,0.174656,0.219863,-120.322940
T53_1371_conv.pdb,0,0.588222,0.662545,-212.928600
T53_1372_conv.pdb,0,0.155722,0.205802,-128.393000
T53_1373_conv.pdb,0,0.016946,0.177009,-83.366500
T53_1374_conv.pdb,0,0.293821,0.011788,-101.426900
T53_1375_conv.pdb,0,0.299036,0.076169,-79.725800
T53_1376_conv.pdb,0,0.599129,0.432063,-162.633100
T53_1377_conv.pdb,0,0.309245,0.494551,-156.687200
T53_1378_conv.pdb,0,0.296179,0.010617,3270.146780
T53_1379_conv.pdb,0,0.229833,0.016907,-127.983400
T53_137_conv.pdb,0,0.295418,0.295349,-159.397300
T53_1380_conv.pdb,0,0.112224,0.249306,-60.354290
T53_1381_conv.pdb,0,0.052202,0.009746,3572.258550
T53_1382_conv.pdb,0,0.699507,0.734303,-128.824940
T53_1383_conv.pdb,0,0.063988,0.424069,-60.516820
T53_1384_conv.pdb,0,0.215395,0.010199,-10.185160
T53_1385_conv.pdb,0,0.032631,0.151880,-72.263783
T53_1386_conv.pdb,0,0.198116,0.017902,-105.938720
T53_1387_conv.pdb,0,0.311367,0.263957,-165.795700
T53_1388_conv.pdb,0,0.180490,-0.037848,-84.668530
T53_1389_conv.pdb,0,0.235722,0.173186,-99.581040
T53_138_conv.pdb,0,0.394052,0.012554,-102.834700
T53_1390_conv.pdb,0,0.769917,0.594081,-148.745080
T53_1391_conv.pdb,0,0.189051,0.445037,-140.257100
T53_1392_conv.pdb,0,0.197391,0.180029,-153.892800
T53_1393_conv.pdb,0,0.136825,0.004430,-42.580630
T53_1394_conv.pdb,0,0.118047,0.069171,-105.564600
T53_1396_conv.pdb,0,0.273229,0.210827,-160.334500
T53_1397_conv.pdb,0,0.828157,0.407714,-122.230236
T53_1398_conv.pdb,0,0.389766,0.291659,-80.446400
T53_1399_conv.pdb,0,0.432031,0.466909,-161.764600
T53_139_conv.pdb,0,0.056769,0.038017,-29.112070
T53_13_conv.pdb,0,0.435389,0.378570,-28.947800
T53_140_conv.pdb,0,0.205575,0.001470,-149.739900
T53_141_conv.pdb,0,0.299770,0.214971,-76.602960
T53_142_conv.pdb,0,0.452727,0.658052,-167.134000
T53_143_conv.pdb,0,0.321138,0.588901,-122.442300
T53_144_conv.pdb,0,0.116088,0.460327,-92.284520
T53_145_conv.pdb,0,0.101956,0.019773,9.210320
T53_146_conv.pdb,0,0.445917,0.293754,-163.315600
T53_147_conv.pdb,0,0.676480,0.855409,-262.533100
T53_148_conv.pdb,0,0.054073,0.012446,962.043900
T53_149_conv.pdb,0,0.109459,0.009730,-46.439050
T53_14_conv.pdb,0,0.330512,0.075625,-87.710540
T53_150_conv.pdb,0,0.434184,0.629620,-196.406300
T53_152_conv.pdb,0,0.192138,0.242162,-177.780200
T53_153_conv.pdb,0,0.393142,0.021251,-91.638880
T53_154_conv.pdb,0,0.252573,0.025816,-118.251700
T53_155_conv.pdb,0,0.392593,0.432591,-65.428520
T53_156_conv.pdb,0,0.316975,0.192406,2412.708340
T53_157_conv.pdb,0,0.824408,0.540454,-142.386480
T53_158_conv.pdb,0,0.052164,0.023198,-107.660740
T53_159_conv.pdb,0,0.052026,0.209148,-143.381800
T53_15_conv.pdb,0,0.247234,0.161663,-166.948000
T53_160_conv.pdb,0,0.431885,0.555563,-157.657800
T53_161_conv.pdb,0,0.057093,0.047749,-78.774000
T53_162_conv.pdb,0,0.247895,0.587516,-141.105380
T53_163_conv.pdb,0,0.747666,0.562295,-144.472560
T53_164_conv.pdb,0,0.416892,0.191582,-90.142060
T53_165_conv.pdb,0,0.132765,0.624071,-102.082660
T53_166_conv.pdb,0,0.254821,0.012953,-72.829803
T53_167_conv.pdb,0,0.317816,0.015067,-83.799060
T53_168_conv.pdb,0,0.058707,0.033934,-60.968260
T53_169_conv.pdb,0,0.218355,0.283641,-128.612500
T53_16_conv.pdb,0,0.059209,0.326089,-110.928700
T53_170_conv.pdb,0,0.047523,0.080391,-91.487500
T53_171_conv.pdb,0,0.289751,0.155257,-103.447600
T53_172_conv.pdb,0,0.212013,0.275614,-173.696600
T53_173_conv.pdb,0,0.055839,0.045734,1348.843920
T53_174_conv.pdb,0,0.167713,0.346826,-159.072200
T53_175_conv.pdb,0,0.224925,0.206809,-127.554700
T53_176_conv.pdb,0,0.403821,0.463898,-151.830400
T53_177_conv.pdb,0,0.494299,0.070475,-135.987900
T53_178_conv.pdb,0,0.009628,0.112279,-36.851700
T53_179_conv.pdb,0,0.006238,0.013261,-47.479880
T53_17_conv.pdb,0,0.090877,0.043974,-168.321000
T53_180_conv.pdb,0,0.066568,0.025425,-98.373920
T53_181_conv.pdb,0,0.075897,0.020363,6.849400
T53_182_conv.pdb,0,0.355940,0.013200,-87.067620
T53_183_conv.pdb,0,0.328298,0.499718,-84.695780
T53_184_conv.pdb,0,0.018139,0.016968,-63.647400
T53_185_conv.pdb,0,0.101944,0.413751,-73.957760
T53_186_conv.pdb,0,0.100124,0.062971,-72.594500
T53_187_conv.pdb,0,0.032126,0.068974,-94.112320
T53_188_conv.pdb,0,0.773538,0.511782,-180.846200
T53_189_conv.pdb,0,0.116159,0.256329,-91.184520
T53_18_conv.pdb,0,0.199332,0.020369,-142.005100
T53_190_conv.pdb,1,0.811607,0.412263,-138.053500
T53_191_conv.pdb,0,0.053809,0.074285,-109.341900
T53_192_conv.pdb,0,0.418487,0.018069,-84.656740
T53_193_conv.pdb,0,0.125591,0.012698,-91.049900
T53_194_conv.pdb,0,0.011561,0.015180,-65.304940
T53_195_conv.pdb,0,0.115193,0.378201,-99.447560
T53_196_conv.pdb,0,0.111667,0.245905,-67.373900
T53_197_conv.pdb,0,0.208525,0.352029,-139.206900
T53_198_conv.pdb,1,0.434091,0.368057,-176.082100
T53_199_conv.pdb,0,0.157612,0.141019,-71.495260
T53_19_conv.pdb,0,0.168157,0.164984,-104.258020
T53_1_conv.pdb,0,0.469677,0.357702,-153.373700
T53_200_conv.pdb,0,0.539782,0.331915,-191.193400
T53_201_conv.pdb,0,0.134461,0.005402,-69.359220
T53_202_conv.pdb,0,0.092718,0.009138,-46.672300
T53_203_conv.pdb,0,0.314081,0.514024,-159.136700
T53_204_conv.pdb,0,0.194921,0.043961,-103.950100
T53_205_conv.pdb,0,0.431362,0.407533,-131.841900
T53_206_conv.pdb,1,0.299534,0.283522,-176.433400
T53_207_conv.pdb,0,0.091353,0.017814,-51.020680
T53_208_conv.pdb,0,0.291773,0.262048,-53.416520
T53_209_conv.pdb,0,0.455147,0.545344,16349.671580
T53_20_conv.pdb,0,0.151099,0.334982,-146.502300
T53_210_conv.pdb,0,0.055554,0.018293,1206.619460
T53_211_conv.pdb,0,0.023310,0.023172,4180.460180
T53_212_conv.pdb,0,0.260366,0.247997,-130.876700
T53_214_conv.pdb,0,0.194532,0.412237,-138.661100
T53_215_conv.pdb,0,0.684255,0.488019,-139.245860
T53_216_conv.pdb,0,0.197581,0.025349,-96.720040
T53_217_conv.pdb,0,0.235444,0.019207,-45.874180
T53_218_conv.pdb,0,0.301326,0.011433,-68.184910
T53_219_conv.pdb,0,0.056339,-0.032638,-91.256400
T53_21_conv.pdb,0,0.019803,0.016569,386.377840
T53_220_conv.pdb,0,0.107248,0.355359,-125.738800
T53_221_conv.pdb,0,0.075853,0.020735,-57.490830
T53_222_conv.pdb,0,0.773328,0.633867,-136.630540
T53_223_conv.pdb,0,0.401060,0.408030,-148.458200
T53_224_conv.pdb,0,0.032106,0.007778,-99.617600
T53_225_conv.pdb,0,0.121448,0.018716,-45.790190
T53_226_conv.pdb,0,0.025169,0.018939,-53.739020
T53_227_conv.pdb,0,0.710621,0.569585,-105.857320
T53_228_conv.pdb,0,0.284509,0.088062,-70.430140
T53_229_conv.pdb,0,0.182631,0.062246,-132.085200
T53_230_conv.pdb,0,0.105768,0.304087,-92.772200
T53_231_conv.pdb,0,0.059362,0.325914,-83.518480
T53_232_conv.pdb,0,0.020463,0.011584,-88.019390
T53_233_conv.pdb,0,0.081439,0.021008,-75.097750
T53_234_conv.pdb,0,0.564731,0.507176,-208.684800
T53_235_conv.pdb,0,0.445018,0.200880,-153.120500
T53_236_conv.pdb,0,0.340044,0.409612,-125.677300
T53_237_conv.pdb,0,0.077168,-0.004152,-82.009600
T53_238_conv.pdb,0,0.043107,0.059808,-109.119800
T53_239_conv.pdb,0,0.020403,0.010596,-87.858400
T53_23_conv.pdb,0,0.246899,0.557517,-127.472300
T53_240_conv.pdb,0,0.026318,0.482416,-60.589560
T53_241_conv.pdb,0,0.222905,0.255708,-118.845020
T53_242_conv.pdb,0,0.271218,0.247963,-109.081020
T53_243_conv.pdb,0,0.233703,0.295232,-38.482500
T53_244_conv.pdb,0,0.454225,0.572839,-169.453200
T53_245_conv.pdb,0,0.766383,0.383391,-135.285980
T53_246_conv.pdb,0,0.132504,0.016765,-56.149630
T53_247_conv.pdb,0,0.474859,0.529167,2748.005920
T53_248_conv.pdb,0,0.119472,0.167217,-122.499800
T53_249_conv.pdb,0,0.582646,0.480932,-204.341800
T53_24_conv.pdb,0,0.509647,0.478617,-137.710500
T53_250_conv.pdb,0,0.685463,0.655955,205.412520
T53_251_conv.pdb,0,0.155373,0.001861,-58.715230
T53_252_conv.pdb,0,0.078005,0.286118,-66.211200
T53_253_conv.pdb,0,0.109380,0.031468,-43.876590
T53_254_conv.pdb,0,0.200626,0.268633,-65.891660
T53_255_conv.pdb,0,0.056776,0.348929,-52.632000
T53_256_conv.pdb,0,0.107529,0.403624,-32.209350
T53_257_conv.pdb,0,0.200185,0.257218,-118.279500
T53_258_conv.pdb,0,0.193573,0.258127,-90.605700
T53_259_conv.pdb,1,0.752279,0.345588,-213.702800
T53_25_conv.pdb,0,0.100781,0.058961,-122.497900
T53_260_conv.pdb,0,0.234357,0.081013,-97.707000
T53_261_conv.pdb,0,0.049682,0.083906,1647.746700
T53_262_conv.pdb,0,0.105752,0.246193,-75.280100
T53_263_conv.pdb,0,0.030749,0.027870,-55.039590
T53_264_conv.pdb,0,0.068779,-0.018679,-81.040080
T53_265_conv.pdb,0,0.531039,0.485002,-171.311900
T53_266_conv.pdb,0,0.115393,0.189427,-71.742650
T53_267_conv.pdb,0,0.428133,0.021653,64.645600
T53_268_conv.pdb,0,0.168075,0.002049,-52.239290
T53_269_conv.pdb,0,0.274009,0.017224,-137.566160
T53_26_conv.pdb,0,0.596303,0.745942,-235.111300
T53_270_conv.pdb,0,0.153277,0.101530,-76.785400
T53_271_conv.pdb,0,0.350286,0.386770,-172.461860
T53_272_conv.pdb,0,0.296229,0.123639,-82.479120
T53_273_conv.pdb,0,0.393273,0.050422,-117.418400
T53_274_conv.pdb,0,0.035788,0.025286,-92.504800
T53_275_conv.pdb,0,0.145866,0.032819,-70.114200
T53_276_conv.pdb,0,0.338053,0.398302,-164.278100
T53_277_conv.pdb,0,0.061550,0.203699,-61.650670
T53_278_conv.pdb,0,0.033990,0.095619,-117.654100
T53_279_conv.pdb,0,0.201668,0.016426,-79.352824
T53_27_conv.pdb,0,0.094135,0.066138,-62.555240
T53_280_conv.pdb,0,0.234753,0.422014,-164.856900
T53_281_conv.pdb,0,0.418610,0.616583,-180.353100
T53_282_conv.pdb,1,0.554628,0.396498,-96.788340
T53_283_conv.pdb,0,0.262029,0.140600,-133.185200
T53_284_conv.pdb,0,0.033366,0.049811,-47.662300
T53_285_conv.pdb,0,0.032177,0.216554,1918.846020
T53_286_conv.pdb,1,0.804791,0.663243,-135.360580
T53_287_conv.pdb,0,0.408296,0.000966,-117.163000
T53_288_conv.pdb,0,0.023552,0.058894,-93.326440
T53_289_conv.pdb,0,0.170489,0.016347,-46.407037
T53_28_conv.pdb,0,0.067503,0.295244,-85.309116
T53_290_conv.pdb,0,0.662628,0.409474,-224.329900
T53_291_conv.pdb,0,0.380363,0.186860,-87.256800
T53_292_conv.pdb,1,0.393708,0.584819,-65.237100
T53_293_conv.pdb,0,0.123656,0.011592,-99.040100
T53_294_conv.pdb,0,0.077866,0.186838,-70.724320
T53_295_conv.pdb,0,0.074519,0.019063,4039.230020
T53_296_conv.pdb,0,0.042678,0.011856,-75.627840
T53_297_conv.pdb,0,0.133187,0.011021,-89.407300
T53_298_conv.pdb,0,0.141551,0.013217,-76.605530
T53_299_conv.pdb,0,0.190776,0.017119,-111.180000
T53_2_conv.pdb,0,0.100871,0.337576,-124.054500
T53_300_conv.pdb,0,0.013733,0.011534,1214.472000
T53_301_conv.pdb,1,0.800471,0.618897,-255.736000
T53_302_conv.pdb,0,0.092315,0.065904,-60.771580
T53_303_conv.pdb,0,0.036587,0.003399,-97.570300
T53_304_conv.pdb,0,0.259669,0.466688,-164.821600
T53_305_conv.pdb,0,0.308032,0.389930,-169.846200
T53_306_conv.pdb,0,0.798541,0.269073,-169.311000
T53_307_conv.pdb,0,0.125355,0.261450,-74.485400
T53_308_conv.pdb,0,0.201972,0.540401,511.721120
T53_309_conv.pdb,0,0.048492,0.254863,-108.745400
T53_30_conv.pdb,0,0.736881,0.722353,-174.145600
T53_310_conv.pdb,0,0.206974,0.323801,-76.801910
T53_311_conv.pdb,0,0.030197,0.123271,-32.111400
T53_312_conv.pdb,1,0.444864,0.517148,-174.905300
T53_313_conv.pdb,0,0.534624,0.370833,-180.159300
T53_314_conv.pdb,0,0.094581,0.448629,-69.998580
T53_317_conv.pdb,0,0.063438,0.303804,-72.902800
T53_318_conv.pdb,0,0.023135,0.350470,-78.634240
T53_319_conv.pdb,0,0.013075,-0.000180,-13.571410
T53_320_conv.pdb,0,0.095065,0.017257,-31.031060
T53_321_conv.pdb,0,0.327845,0.447528,-138.919900
T53_322_conv.pdb,0,0.143797,0.007712,-52.427550
T53_323_conv.pdb,1,0.340487,0.423466,-122.385100
T53_324_conv.pdb,0,0.231266,0.574963,-108.251980
T53_325_conv.pdb,0,0.099913,0.013898,1913.122860
T53_326_conv.pdb,0,0.100535,0.014029,-31.204640
T53_327_conv.pdb,0,0.296218,0.334610,-167.453700
T53_329_conv.pdb,0,0.497367,0.283706,-129.231060
T53_32_conv.pdb,0,0.197558,0.560821,2800.661020
T53_330_conv.pdb,0,0.149430,0.073899,-87.676900
T53_331_conv.pdb,0,0.157672,0.054533,-51.553880
T53_332_conv.pdb,0,0.171198,0.586873,-33.787480
T53_333_conv.pdb,0,0.081528,0.330074,2595.364902
T53_334_conv.pdb,0,0.140912,0.080750,-70.072300
T53_335_conv.pdb,0,0.124226,0.486726,-98.963660
T53_336_conv.pdb,0,0.194707,0.529361,-129.509760
T53_337_conv.pdb,0,0.388338,0.367174,3596.038000
T53_338_conv.pdb,0,0.678760,0.526424,-127.703922
T53_339_conv.pdb,0,0.824762,0.579474,-166.201900
T53_33_conv.pdb,0,0.120712,0.396227,327.823920
T53_340_conv.pdb,0,0.154692,0.018423,-148.196870
T53_341_conv.pdb,0,0.080669,0.107713,3281.548000
T53_342_conv.pdb,0,0.010956,-0.003213,-60.966400
T53_343_conv.pdb,0,0.705944,0.496899,-190.242700
T53_344_conv.pdb,0,0.238248,0.507665,-139.933100
T53_345_conv.pdb,0,0.256294,0.422304,-132.538900
T53_346_conv.pdb,0,0.126769,0.017104,-121.801300
T53_347_conv.pdb,0,0.630111,0.664593,-184.523600
T53_348_conv.pdb,0,0.803540,0.821131,-184.907200
T53_349_conv.pdb,0,0.114175,0.012678,-18.636580
T53_34_conv.pdb,0,0.171432,0.566296,-123.776500
T53_350_conv.pdb,0,0.357709,0.574683,-126.324000
T53_351_conv.pdb,0,0.588444,0.483122,-173.650100
T53_352_conv.pdb,0,0.310105,0.230321,-86.480320
T53_353_conv.pdb,0,0.010566,0.042250,-63.037260
T53_354_conv.pdb,0,0.087720,0.151769,-171.360900
T53_355_conv.pdb,0,0.139148,0.055567,-47.806150
T53_356_conv.pdb,0,0.523023,0.219235,-164.266400
T53_357_conv.pdb,0,0.258215,0.017106,1665.886700
T53_358_conv.pdb,0,0.187663,0.330936,-148.393900
T53_359_conv.pdb,0,0.086853,0.250536,-87.220200
T53_35_conv.pdb,0,0.036702,0.000461,-60.426680
T53_360_conv.pdb,0,0.303851,0.161153,-106.633900
T53_361_conv.pdb,0,0.351696,0.002249,-140.292400
T53_362_conv.pdb,0,0.105669,-0.002878,-80.455200
T53_363_conv.pdb,0,0.326302,-0.003419,-24.162914
T53_364_conv.pdb,0,0.094542,0.028462,-47.623960
T53_365_conv.pdb,0,0.085475,0.145873,-77.148696
T53_366_conv.pdb,1,0.448961,0.434154,-137.741000
T53_367_conv.pdb,0,0.346228,0.584525,-143.520000
T53_368_conv.pdb,0,0.184528,0.012235,-86.782400
T53_369_conv.pdb,0,0.321613,0.314275,-165.701600
T53_36_conv.pdb,0,0.025403,0.342095,-119.839900
T53_370_conv.pdb,0,0.050374,-0.006622,-66.216700
T53_371_conv.pdb,0,0.381829,0.291571,-121.846400
T53_372_conv.pdb,0,0.487620,0.669425,-204.067600
T53_373_conv.pdb,0,0.100596,-0.011825,-65.220340
T53_374_conv.pdb,0,0.024108,0.019951,-70.007700
T53_375_conv.pdb,0,0.238410,0.284264,-156.460700
T53_377_conv.pdb,0,0.081293,0.018990,-66.132660
T53_378_conv.pdb,0,0.221835,0.000116,-114.567520
T53_379_conv.pdb,0,0.166788,0.353155,-120.230800
T53_37_conv.pdb,0,0.189785,0.250944,-153.118900
T53_380_conv.pdb,0,0.086564,0.395339,-57.934766
